32	32	6
33	42	0
32	39	1
32	39	1
32	38	2
32	43	-1
32	37	3
32	42	0
32	40	0
32	40	0
32	39	1
32	40	0
32	40	0
32	40	0
32	38	2
32	40	0
32	36	3
32	40	0
32	39	1
32	41	0
32	38	2
32	38	2
32	41	0
32	38	2
32	39	1
32	40	0
32	41	0
32	43	-1
32	37	3
32	40	0
32	41	0
32	42	0
32	42	0
32	40	0
32	41	0
32	42	0
32	36	3
32	297	-200
32	216	-136
32	41	0
32	42	0
32	41	0
32	35	4
32	42	0
32	42	0
32	42	0
32	40	0
32	42	0
32	42	0
32	41	0
32	37	3
32	42	0
32	41	0
32	42	0
32	42	0
32	42	0
32	36	3
32	42	0
32	41	0
32	42	0
32	42	0
32	42	0
32	298	-200
32	215	-136
32	37	3
32	43	-1
32	42	0
32	41	0
32	42	0
32	42	0
32	41	0
32	42	0
32	37	3
32	42	0
32	41	0
32	42	0
32	42	0
32	41	0
32	43	-1
32	41	0
32	36	3
32	42	0
32	42	0
32	42	0
32	41	0
32	42	0
32	36	3
32	41	0
32	42	0
32	42	0
32	42	0
32	42	0
32	42	0
32	36	3
32	42	0
32	42	0
32	42	0
32	42	0
32	41	0
32	42	0
32	37	3
32	42	0
32	42	0
32	41	0
32	42	0
32	42	0
32	42	0
32	42	0
32	37	3
32	41	0
32	42	0
32	43	-1
32	42	0
32	41	0
32	41	0
32	38	2
32	42	0
32	41	0
32	42	0
32	43	-1
32	42	0
32	41	0
32	37	3
32	42	0
32	41	0
32	42	0
32	41	0
32	41	0
32	42	0
32	36	3
32	41	0
32	41	0
32	42	0
32	41	0
32	42	0
32	41	0
32	36	3
32	296	-199
32	215	-136
32	41	0
32	42	0
32	41	0
32	41	0
32	36	3
32	41	0
32	42	0
32	42	0
32	41	0
32	42	0
32	42	0
32	35	4
32	42	0
32	42	0
32	42	0
32	41	0
32	42	0
32	42	0
32	37	3
32	41	0
32	42	0
32	42	0
32	42	0
32	298	-200
32	215	-136
32	37	3
32	42	0
32	42	0
32	42	0
32	41	0
32	42	0
32	42	0
32	42	0
32	37	3
32	42	0
32	41	0
32	42	0
32	42	0
32	42	0
32	42	0
32	35	4
32	42	0
32	42	0
32	41	0
32	42	0
32	42	0
32	42	0
32	37	3
32	297	-200
32	215	-136
32	42	0
32	42	0
32	41	0
32	41	0
32	42	0
32	37	3
32	42	0
32	42	0
32	41	0
32	42	0
32	42	0
32	37	3
32	42	0
32	43	-1
32	42	0
32	42	0
