32	29	16
33	40	1
32	43	-1
32	47	-4
32	35	4
32	47	-4
32	40	0
32	43	-1
32	40	0
32	38	2
32	43	-1
32	32	6
32	44	-2
32	40	0
32	32	6
32	32	6
32	46	-3
32	44	-2
32	37	3
32	37	3
32	41	0
32	42	0
32	39	1
32	30	8
32	43	-1
32	37	3
32	33	6
32	44	-2
32	40	0
32	44	-2
32	37	3
32	45	-3
32	43	-1
32	34	5
32	36	3
32	43	-1
32	49	-6
32	37	3
32	38	2
32	38	2
32	39	1
32	42	0
32	47	-4
32	43	-1
32	39	1
32	45	-3
32	36	3
32	38	2
32	42	0
32	40	0
32	44	-2
32	43	-1
32	36	3
32	37	3
32	44	-2
32	43	-1
32	40	0
32	42	0
32	45	-3
32	36	3
32	34	5
32	40	0
32	45	-3
32	40	0
32	37	3
32	40	0
32	44	-2
32	43	-1
32	36	3
32	38	2
32	39	1
32	43	-1
32	41	0
32	44	-2
32	43	-1
32	41	0
32	38	2
32	41	0
32	38	2
32	44	-2
32	39	1
32	40	0
32	41	0
32	43	-1
32	43	-1
32	44	-2
32	41	0
32	46	-3
32	38	2
32	35	4
32	39	1
32	44	-2
32	43	-1
32	45	-3
32	290	-194
32	-214	199
32	47	-4
32	40	0
32	41	0
32	46	-3
32	41	0
32	40	0
32	44	-2
32	47	-4
32	43	-1
32	36	3
32	298	-200
32	-210	196
32	44	-2
32	36	3
32	37	3
32	44	-2
32	43	-1
32	40	0
32	39	1
32	44	-2
32	44	-2
32	42	0
32	38	2
32	40	0
32	39	1
32	39	1
32	41	0
32	42	0
32	42	0
32	37	3
32	38	2
32	45	-3
32	45	-3
32	37	3
32	38	2
32	41	0
32	40	0
32	39	1
32	44	-2
32	44	-2
32	44	-2
32	38	2
32	34	5
32	41	0
32	43	-1
32	35	4
32	43	-1
32	47	-4
32	40	0
32	40	0
32	36	3
32	41	0
32	37	3
32	41	0
32	42	0
32	43	-1
32	45	-3
32	40	0
32	35	4
32	39	1
32	44	-2
32	41	0
32	39	1
32	35	4
32	43	-1
32	43	-1
32	40	0
32	40	0
32	41	0
32	41	0
32	42	0
32	44	-2
32	39	1
32	295	-198
32	-216	200
32	40	0
32	41	0
32	41	0
32	39	1
32	43	-1
32	39	1
32	43	-1
32	44	-2
32	40	0
32	42	0
32	41	0
32	35	4
32	46	-3
32	44	-2
32	32	6
32	41	0
32	47	-4
32	40	0
32	40	0
32	40	0
32	45	-3
32	49	-6
32	39	1
32	42	0
32	41	0
32	37	3
32	45	-3
32	41	0
32	38	2
32	299	-201
32	-212	197
32	42	0
32	46	-3
32	43	-1
32	37	3
32	295	-198
32	-213	198
32	48	-5
32	46	-3
32	37	3
32	36	3
32	39	1
32	42	0
32	41	0
32	41	0
32	42	0
32	42	0
32	40	0
32	40	0
32	42	0
32	45	-3
32	37	3
32	34	5
32	45	-3
32	40	0
32	46	-3
32	41	0
32	38	2
32	40	0
32	38	2
32	299	-201
32	-210	196
32	37	3
32	38	2
32	40	0
32	39	1
32	50	-7
32	33	6
32	36	3
32	45	-3
32	42	0
32	42	0
32	38	2
32	36	3
32	43	-1
32	42	0
32	37	3
32	45	-3
32	46	-3
32	40	0
32	43	-1
32	34	5
32	38	2
32	43	-1
32	43	-1
32	41	0
32	41	0
32	35	4
32	40	0
32	44	-2
32	40	0
32	38	2
32	38	2
32	43	-1
32	32	6
32	40	0
32	48	-5
32	47	-4
32	293	-196
32	-220	203
32	39	1
32	40	0
32	44	-2
32	41	0
32	42	0
32	46	-3
32	43	-1
32	39	1
32	36	3
32	46	-3
32	43	-1
32	36	3
32	35	4
32	45	-3
32	46	-3
32	41	0
32	42	0
32	41	0
32	40	0
32	42	0
32	45	-3
32	40	0
32	41	0
32	37	3
32	40	0
32	43	-1
32	45	-3
32	42	0
32	43	-1
32	45	-3
32	41	0
32	38	2
32	46	-3
32	49	-6
32	41	0
32	292	-196
32	-217	201
32	38	2
32	44	-2
32	47	-4
32	40	0
32	40	0
32	41	0
32	43	-1
32	41	0
32	39	1
32	42	0
32	41	0
32	45	-3
32	36	3
32	40	0
32	41	0
32	41	0
32	42	0
32	39	1
32	41	0
32	39	1
32	38	2
32	43	-1
32	36	3
32	39	1
32	42	0
32	40	0
32	46	-3
32	45	-3
32	41	0
32	33	6
32	34	5
32	46	-3
32	43	-1
32	40	0
32	42	0
32	42	0
32	41	0
32	39	1
32	40	0
32	37	3
32	42	0
32	36	3
32	41	0
32	45	-3
32	42	0
32	39	1
32	43	-1
32	47	-4
32	38	2
32	34	5
32	39	1
32	45	-3
32	35	4
32	41	0
32	42	0
32	43	-1
32	40	0
32	38	2
32	38	2
32	41	0
32	44	-2
32	296	-199
32	-218	202
32	41	0
32	43	-1
32	43	-1
32	36	3
32	38	2
32	41	0
32	43	-1
32	42	0
32	41	0
32	40	0
32	42	0
32	45	-3
32	46	-3
32	41	0
32	41	0
32	44	-2
32	37	3
32	38	2
32	40	0
32	41	0
32	42	0
32	42	0
32	39	1
32	48	-5
32	44	-2
32	42	0
32	44	-2
32	36	3
32	46	-3
32	38	2
32	43	-1
32	46	-3
32	40	0
32	39	1
32	44	-2
32	45	-3
32	35	4
32	41	0
32	41	0
32	43	-1
32	45	-3
32	39	1
32	38	2
32	40	0
32	43	-1
32	43	-1
32	43	-1
32	42	0
32	34	5
32	41	0
32	39	1
32	43	-1
32	46	-3
32	40	0
32	42	0
32	33	6
32	45	-3
32	42	0
32	38	2
32	39	1
32	39	1
32	41	0
32	40	0
32	43	-1
32	45	-3
32	37	3
32	44	-2
32	40	0
32	28	10
32	46	-3
32	43	-1
32	40	0
32	45	-3
32	38	2
32	42	0
32	43	-1
32	39	1
32	40	0
32	41	0
32	296	-199
32	-216	200
32	35	4
32	42	0
32	42	0
32	39	1
32	39	1
32	44	-2
32	38	2
32	39	1
32	44	-2
32	42	0
32	42	0
32	44	-2
32	39	1
32	35	4
32	40	0
32	35	4
32	41	0
32	44	-2
32	40	0
32	41	0
32	46	-3
32	42	0
32	38	2
32	41	0
32	39	1
32	41	0
32	42	0
32	38	2
32	46	-3
32	43	-1
32	36	3
32	45	-3
32	40	0
32	36	3
32	48	-5
32	44	-2
32	39	1
32	38	2
32	41	0
