0;2615
1;2618
3;2618
4;2724
5;2623
6;2622
7;2623
8;2624
9;2624
10;2627
12;2631
14;2630
16;2634
17;2643
19;2631
20;2639
21;2639
22;2625
23;2640
24;2640
24;2640
26;2640
27;2643
28;2641
29;2643
31;2647
32;2650
34;2650
35;2653
37;2653
38;2657
39;2671
41;2662
42;2657
43;2665
44;2663
46;2674
47;2653
48;2666
49;2667
51;2675
52;2672
53;2672
55;2672
56;2677
57;2678
59;2678
60;2685
61;2683
63;2682
64;2765
65;2686
66;2686
67;2693
68;2689
69;2688
71;2690
72;2672
73;2693
75;2699
76;2700
78;2703
79;2704
80;2704
81;2704
83;2707
84;2707
85;2706
86;2715
88;2709
89;2709
90;2710
91;2715
93;2734
95;2722
96;2719
98;2727
99;2753
100;2725
101;2734
102;2727
103;2729
105;2730
106;2735
107;2733
108;2736
109;2736
110;2738
112;2735
113;2752
114;2742
116;2748
118;2749
119;2746
121;2749
122;2747
123;2751
124;2750
126;2763
127;2755
128;2755
130;2765
131;2761
132;2765
133;2767
134;2765
135;2766
137;2768
138;2766
140;2768
141;2776
142;2770
143;2774
145;2773
146;2774
147;2775
148;2768
149;2779
150;2811
151;2785
153;2786
154;2787
156;2789
157;2800
159;2793
161;2799
162;2797
163;2798
164;2798
165;2800
167;2803
168;2800
169;2803
170;2805
172;2810
173;2811
174;2812
176;2811
177;2814
179;2814
180;2816
182;2819
183;2822
184;2826
185;2823
186;2827
187;2829
188;2829
189;2832
190;2829
191;2829
193;2737
194;2832
196;2835
197;2836
199;2837
200;2838
202;2845
203;2845
204;2850
206;2845
207;2855
209;2854
209;2859
211;2858
212;2857
213;2861
214;2855
216;2864
217;2864
219;2865
220;2865
222;2869
223;2867
225;2872
226;2880
226;2877
228;2877
229;2877
230;2881
231;2878
232;2883
233;2878
235;2885
236;2887
238;2887
239;2891
240;2886
242;2892
243;2896
245;2898
246;2896
248;2899
249;2902
250;2905
251;2909
252;2902
253;2908
254;2912
255;2908
257;2896
258;2923
260;2917
262;2925
264;2917
265;2925
266;2928
267;2926
268;2927
269;2928
270;2929
271;2929
272;2933
273;2935
275;2934
276;2915
277;2938
279;2944
281;2945
282;3058
284;2945
285;2987
287;2954
288;2957
289;2954
290;2955
291;2960
293;2960
294;2955
295;2960
296;2965
298;2966
299;2970
300;2974
302;2971
304;2976
305;2977
306;2978
307;2979
308;2979
310;2979
311;2982
312;2987
313;2980
315;2989
315;2991
317;2992
318;3093
319;2995
321;3001
323;2995
324;2994
326;3004
327;3005
329;3000
330;3011
331;3009
332;3017
333;3013
334;3015
336;3023
337;3020
338;3026
340;3023
341;3025
342;3025
343;3026
345;3028
347;3030
348;3039
350;3042
351;3043
352;3028
353;3043
354;3053
356;3047
357;3051
358;3047
358;3054
360;3055
361;3054
363;3058
365;3062
366;3066
368;3066
369;3065
370;3069
371;3069
373;3070
374;3078
375;3083
377;3089
378;3087
379;3086
380;3086
381;3088
383;3090
384;3091
386;3119
387;3103
389;3100
391;3107
392;3105
393;3138
394;3119
396;3110
396;3098
397;3111
398;3118
399;3119
400;3118
402;3121
403;3123
405;3123
407;3127
409;3123
410;3131
411;3136
412;3137
413;3136
415;3141
416;3139
418;3146
419;3149
420;3167
422;3151
423;3152
424;3153
425;3152
426;3157
428;3158
430;3159
431;3162
432;3167
434;3166
435;3174
436;3175
437;3177
439;3183
440;3183
441;3181
442;3179
443;3189
444;3172
445;3185
447;3194
449;3195
451;3197
452;3200
453;3202
454;3215
456;3247
457;3203
458;3215
459;3214
461;3228
462;3219
463;3205
464;3216
465;3217
467;3223
468;3223
470;3233
471;3230
473;3234
474;3241
476;3243
477;3245
478;3244
479;3247
480;3219
482;3246
483;3246
484;3248
485;3250
486;3267
488;3263
489;3261
491;3263
492;3264
494;3271
495;3273
496;3278
498;3279
499;3285
501;3279
502;3287
503;3284
504;3290
505;3287
