1;2613
3;2617
4;2619
5;2622
6;2622
8;2624
9;2624
11;2623
12;2631
14;2625
15;2630
16;2629
17;2631
18;2633
19;2650
20;2639
22;2639
23;2640
24;2645
25;2643
26;2640
27;2526
29;2609
30;2651
32;2640
33;2649
35;2646
36;2640
37;2655
39;2655
40;2656
42;2659
43;2661
44;2657
45;2661
46;2665
47;2663
49;2668
50;2711
51;2671
53;2671
54;2672
55;2673
57;2673
58;2674
59;2677
60;2678
62;2687
63;2682
64;2677
65;2682
66;2685
67;2688
68;2688
70;2689
71;2690
73;2693
74;2698
76;2966
77;2698
78;2699
79;2702
81;2704
82;2704
84;2706
85;2705
86;2705
87;2707
88;2709
89;2707
90;2713
92;2713
94;2711
96;2718
97;2720
99;2719
99;2720
100;2723
101;2697
102;2723
103;2727
105;2729
106;2718
107;2719
108;2751
109;2736
111;2735
112;2736
114;2739
115;2741
117;2745
118;2742
120;2742
121;2748
122;2749
123;2747
125;2751
125;2705
127;2754
128;2755
129;2756
130;2757
132;2757
133;2761
135;2761
137;2785
138;2767
140;2768
141;2768
142;2768
143;2769
144;2770
145;2775
146;2774
147;2783
148;2777
149;2783
151;2816
152;2783
154;2784
155;2787
157;2768
159;2789
160;2791
161;2798
163;2795
163;2795
164;2800
166;2800
167;2800
168;2802
169;2802
170;2800
172;2801
173;2807
175;2812
177;2811
178;2774
179;2812
180;2816
182;2821
183;2825
184;2819
185;2821
187;2819
187;2825
188;2827
189;2827
190;2832
192;2803
193;2830
195;2847
197;2832
199;2835
200;2838
202;2838
203;2844
204;2843
205;2846
206;2847
207;2847
208;2849
210;2851
211;2852
212;2853
213;2853
215;2860
216;2857
218;2864
219;2859
221;2864
222;2869
224;2867
225;2869
226;2871
227;2876
228;3183
229;2879
230;2856
231;2879
233;2878
234;2882
236;2834
237;2886
239;2886
240;2887
241;2887
242;2891
243;2895
245;2891
246;2875
248;2907
249;2896
250;2897
251;2910
253;2903
254;2909
511;2906
256;2910
258;3106
260;2914
262;2921
263;2919
264;2923
266;2919
266;2923
267;2923
269;2919
270;2928
270;2934
